D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_57_247.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_57_247.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_57_247.jpg,0,0,0,29.37923
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_57_330.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_57_330.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_57_330.jpg,0,0,0,29.08391
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_57_416.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_57_416.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_57_416.jpg,0,0,0,28.84969
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_57_504.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_57_504.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_57_504.jpg,0,0,0,28.61725
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_57_594.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_57_594.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_57_594.jpg,0,0,0,28.33192
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_57_680.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_57_680.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_57_680.jpg,0,0,0,28.10011
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_57_768.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_57_768.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_57_768.jpg,0,0,0,27.81281
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_57_856.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_57_856.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_57_856.jpg,0,0,0,27.58794
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_57_942.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_57_942.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_57_942.jpg,0,0,0,27.3611
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_58_029.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_58_029.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_58_029.jpg,0,0,0,27.084
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_58_118.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_58_118.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_58_118.jpg,0,0,0,26.86467
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_58_204.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_58_204.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_58_204.jpg,0,0,0,26.64711
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_58_294.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_58_294.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_58_294.jpg,0,0,0,26.37761
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_58_379.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_58_379.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_58_379.jpg,0,0,0,26.16395
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_58_468.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_58_468.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_58_468.jpg,0,0,0,25.89929
D:\sem 6\comvis\coba nyetir\IMG\center_2019_05_07_13_53_58_560.jpg,D:\sem 6\comvis\coba nyetir\IMG\left_2019_05_07_13_53_58_560.jpg,D:\sem 6\comvis\coba nyetir\IMG\right_2019_05_07_13_53_58_560.jpg,0,0,0.1787537,25.10102
